"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"lxsession-edit";"0.1.1";"i486";"3pw";"/salix/lxde";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"53 K";"212 K";" lxsession-edit (LXDE session configurator)  LXSession Edit is the standard session edit manager used by LXDE. LXSession Lite suppports the autostart freedesktop.org specs. However, autostart spec is a term for developers and it’s meaningless for end users. Basically, it provides a way to automatically start some applications after login. Now this can (partially) be configured through a simple GUI - LXSession Edit.   "
"lxtask";"0.1.3";"i486";"2tt";"/salix/lxde";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"47 K";"188 K";" lxtask (a task manager)  lxtask is a lightweight task manager with few dependencies.        "
"lxterminal";"0.1.9";"i486";"1tt";"/salix/lxde";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,ncurses,pango,pixman,vte,zlib";"74 K";"296 K";" lxterminal (a terminal emulator)  lxterminal is a desktop-independent VTE-based terminal emulator for LXDE without any unnecessary dependencies.       "
"lyx";"1.6.9";"i486";"1lm";"/salix/xap";"aspell,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,glib2,libICE,libSM,libX11,libXau,libXdmcp,libXext,libXrender,libpng,libxcb,qt,util-linux,zlib";"7882 K";"31528 K";" lyx (document processor)  LyX is a document processor that encourages an approach to writing based on the structure of your documents (WYSIWYM) and not simply their appearance (WYSIWYG).  LyX combines the power and flexibility of TeX/LaTeX with the ease of use of a graphical interface.   "
"mac";"3.99.u4.b5";"i486";"1gv";"/salix/ap";"gcc,cxxlibs|gcc-g++";"118 K";"472 K";" mac (Monkey's Audio encoder/decoder)  mac is an encoder and decoder for Monkey's Audio, a lossless audio compression format.       "
"macchanger";"1.5.0";"i486";"1gv";"/salix/n";"";"81 K";"324 K";" macchanger - vie/manipulate the MAC address of network interfaces  GNU MAC Changer is a GNU/Linux utility for viewing/manipulating the MAC address of network interfaces. It includes the following features:  * Set specific MAC address of a network interface  * Set the MAC randomly  * Set a MAC of another vendor  * Set another MAC of the same vendor  * Set a MAC of the same kind (eg: wireless card)  * Display a vendor MAC list (today, 6800 items) to choose from "
"mame";"0.142u2";"i486";"1pw";"/salix/games";"cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,libX11,libXau,libXdmcp,libXext,libXrandr,libXrender,libxcb,sdl,svgalib,zlib";"11902 K";"47608 K";" mame (Multiple Arcade Machine Emulator)  When used in conjunction with images of the original arcade game's ROM and disk data, MAME attempts to reproduce that game as faithfully as possible on a more modern general-purpose computer. MAME can currently emulate several thousand different classic arcade video games from the late 1970s through the modern era.    "
"mate-applets";"1.2.0";"i486";"2gv";"/salix/mate";"alsa-lib,atk,audiofile,bzip2,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,esound,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnutls,gst-plugins-base,gstreamer,gtk+2,gucharmap,hal,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXres,libart_lgpl,libcanberra,libgcrypt,libgpg-error,libgtop,libmate,libmatecanvas,libmatecomponent,libmatecomponentui,libmatenotify,libmateweather,libogg,libpng,libsoup,libtool,libvorbis,libwnck,libxcb,libxml2,mate-conf,mate-corba,mate-desktop,mate-panel,mate-vfs,openssl-solibs|openssl,pango,pixman,polkit,popt,startup-notification,util-linux,xcb-util,zlib";"1783 K";"7132 K";" mate-applets (MATE Panel Applets)  MATE Applets are small applications which generally run in the background and display their output to the MATE panel.       "
"mate-backgrounds";"1.2.0";"i486";"1gv";"/salix/mate";"";"9925 K";"39700 K";" mate-backgrounds (set of backgrounds packaged for MATE)  The mate-backgrounds package includes a collection of background images for use as wallpapers in the MATE Desktop Environments.       "
"mate-common";"1.2.1";"noarch";"1gv";"/salix/mate";"";"20 K";"80 K";" mate-common (common scripts and macros to develop with MATE)  mate-common is an extension to autoconf, automake and libtool for the MATE environment and MATE using applications.       "
"mate-conf";"1.2.1";"i486";"1gv";"/salix/mate";"atk,bzip2,cairo,cxxlibs|gcc-g++,cyrus-sasl,dbus,dbus-glib,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,libxml2,mate-corba,openldap-client,openssl-solibs|openssl,pango,pixman,polkit,zlib";"848 K";"3392 K";" mate-conf (the MATE Configuration database system)  mate-conf is the MATE Configuration database system. It is intend for storing user application preferences.       "
"mate-conf-editor";"1.2.0";"i486";"1gv";"/salix/mate";"atk,bzip2,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,mate-conf,mate-corba,pango,pixman,zlib";"226 K";"904 K";" mate-conf-editor (GTK+2 Editor for MATEconf)  The MATEconf Editor package contains a GUI editor for the MATEconf configuration database.       "
"mate-control-center";"20120329";"i486";"2gv";"/salix/mate";"atk,bzip2,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXScrnSaver,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXft,libXi,libXinerama,libXrandr,libXrender,libcanberra,libmatekbd,libogg,libpng,librsvg,libtool,libunique,libvorbis,libxcb,libxkbfile,libxklavier,libxml2,mate-conf,mate-corba,mate-desktop,mate-menus,mate-window-manager,pango,pixman,startup-notification,util-linux,xcb-util,zlib";"1269 K";"5076 K";" mate-control-center (utilities to configure the MATE desktop)  This package contains configuration applets for the MATE desktop, allowing to set accessibility configuration, desktop fonts, keyboard and mouse properties, sound setup, desktop theme and background, user interface properties, screen resolution, and other MATE parameters.     "
"mate-corba";"1.2.1";"i486";"1gv";"/salix/mate";"glib2,libidl";"259 K";"1036 K";" mate-corba (a high-performance CORBA)  mate-corba is a high-performance CORBA (Common Object Request Broker Architecture) ORB (object request broker).  It allows programs to send requests and receive replies from other programs, regardless of the locations of the two programs.  CORBA is an architecture that enables communication between program objects, regardless of the programming language they're written in or the operating system they run on.  "
"mate-desktop";"1.2.0";"i486";"1gv";"/salix/mate";"atk,bzip2,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libunique,libxcb,mate-conf,mate-corba,pango,pixman,startup-notification,util-linux,xcb-util,zlib";"306 K";"1224 K";" mate-desktop (The MATE Desktop environment)  The mate-desktop package includes common files needed for MATE desktop apps (Pixmaps, .desktop files and internationalization files).       "
"mate-dialogs";"1.2.0";"i486";"1gv";"/salix/mate";"atk,bzip2,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libmatenotify,libpng,libxcb,pango,pixman,zlib";"429 K";"1716 K";" mate-dialogs (Display graphical dialog boxes from shell scripts)  MATE Dialogs allows you to display GTK+ dialogs from shell scripts; it is a fork of zenity, which in turn is a rewrite of the gdialog command from GNOME 1.      "
"mate-doc-utils";"1.2.1";"i486";"1gv";"/salix/mate";"";"314 K";"1256 K";" mate-doc-utils (documentation utilities for the Mate project)  mate-doc-utils is a collection of documentation utilities for the Mate project.  Notably, it contains utilities for building documentation and all auxiliary files in your source tree.      "
"mate-document-viewer";"1.2.1";"i486";"1gv";"/salix/mate";"atk,bzip2,cairo,cups,cxxlibs|gcc-g++,dbus,djvulibre,expat,fontconfig,freetype,gcc,gdk-pixbuf2,ghostscript,glib2,gtk+2,lcms,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libgcrypt,libgpg-error,libidn,libjpeg,libmatekeyring,libpng,libspectre,libtiff,libxcb,libxml2,mate-conf,mate-corba,openssl-solibs|openssl,pango,pixman,poppler,util-linux,zlib";"882 K";"3528 K";" mate-document-viewer (simply a document viewer)  Atril is a simple multi-page document viewer. It can display and print PostScript (PS), Encapsulated PostScript (EPS), DJVU and Portable Document Format (PDF) files. When supported by the document, it also allows searching for text, copying text to the clipboard, hypertext navigation, and table-of-contents bookmarks.    "
"mate-file-archiver";"20120330";"i486";"1gv";"/salix/mate";"atk,bzip2,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,mate-conf,mate-corba,pango,pixman,zlib";"555 K";"2220 K";" mate-file-archver (an archive manager for MATE)  MATE File Archiver (Engrampa) is an archive manager for the MATE desktop envirnment. With Engrampa you can:      * Create and modify archives.     * View the content of an archive.     * View a file contained in the archive.     * Extract files from the archive. "
"mate-file-manager";"1.2.0";"i486";"1gv";"/salix/mate";"atk,bzip2,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libexif,libpng,libunique,libxcb,libxml2,mate-conf,mate-corba,mate-desktop,pango,pixman,startup-notification,util-linux,xcb-util,zlib,gvfs";"3388 K";"13552 K";" mate-file-manager (file manager and graphical shell for MATE)  mate-file-manager is the official file manager for the MATE desktop. It allows to browse directories, preview files and launch applications associated with them. It is also responsible for handling the icons on the MATE desktop. It works on local and remote filesystems.     "
"mate-file-manager-open-terminal";"1.2.0";"i486";"1gv";"/salix/mate";"atk,bzip2,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,mate-conf,mate-corba,mate-desktop,mate-file-manager,pango,pixman,startup-notification,util-linux,xcb-util,zlib";"34 K";"136 K";" mate-file-manager-open-terminal (Caja plugin for opening terminals)  mate-file-manager-open-terminal is a Caja plugin which allows you to open terminal windows in arbitrary local paths.       "
"mate-icon-theme";"1.2.0";"i486";"1gv";"/salix/mate";"";"7989 K";"31956 K";" mate-icon-theme (The MATE Icon Theme)  The MATE Icon Theme package contains an assortment of scalable and non-scalable icons of different sizes and themes. The MATE Icon Theme is used as a fallback theme when user selected themes do not support a given icon.     "
"mate-keyring";"1.2.1";"i486";"1gv";"/salix/mate";"atk,bzip2,cairo,cxxlibs|gcc-g++,dbus,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libgcrypt,libgpg-error,libpng,libxcb,pango,pixman,zlib";"737 K";"2948 K";" mate-keyring (MATE keyring services)  mate-keyring is a daemon in the session, similar to ssh-agent, and other applications can use it to store passwords and other sensitive information.      "
"mate-media";"1.2.1";"i486";"1gv";"/salix/mate";"atk,bzip2,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gst-plugins-base,gstreamer,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libcanberra,libogg,libpng,libtool,libvorbis,libxcb,libxml2,mate-conf,mate-corba,pango,pixman,zlib";"470 K";"1880 K";" mate-media (MATE media utilities)  The mate-media package provides a collection of media utilities for MATE Desktop environment.       "
"mate-menus";"1.2.0";"i486";"1gv";"/salix/mate";"glib2,python,zlib";"144 K";"576 K";" mate-menus (MATE Menu Layout)  MATE Menus is an implementation of the draft Desktop Menu Specification from freedesktop.org. Also included is the MATE menu layout configuration files, .directory files and assorted menu related utility programs.     "
"mate-mime-data";"1.2.0";"i486";"1gv";"/salix/mate";"";"353 K";"1412 K";" mate-mime-data (base MIME and Application database for MATE)  This module contains the base MIME and Application database for MATE. It is meant to be accessed through the MIME functions in GnomeVFS.       "
"mate-netspeed";"1.2.0";"i486";"1gv";"/salix/mate";"alsa-lib,atk,audiofile,bzip2,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,esound,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libart_lgpl,libcanberra,libgtop,libmate,libmatecanvas,libmatecomponent,libmatecomponentui,libogg,libpng,libtool,libvorbis,libxcb,libxml2,mate-conf,mate-corba,mate-panel,mate-vfs,openssl-solibs|openssl,pango,pixman,popt,util-linux,zlib";"113 K";"452 K";" mate-netspeed (a netspeed applet for MATE)  Netspeed is just a little MATE-applet that shows how much traffic occurs on a specified network device (for example eth0).       "
"mate-panel";"1.2.1";"i486";"1gv";"/salix/mate";"alsa-lib,atk,audiofile,bzip2,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,esound,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnutls,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXres,libart_lgpl,libcanberra,libgcrypt,libgpg-error,libmate,libmatecanvas,libmatecomponent,libmatecomponentui,libmateweather,libogg,libpng,librsvg,libsoup,libtool,libvorbis,libwnck,libxcb,libxml2,mate-conf,mate-corba,mate-desktop,mate-menus,mate-vfs,openssl-solibs|openssl,pango,pixman,popt,startup-notification,util-linux,xcb-util,zlib";"1792 K";"7168 K";" mate-panel (GTK+2 Panel for MATE)  The MATE Panel package contains hooks to the menu sub-system and the applet sub-system.       "
"mate-power-manager";"1.2.1";"i486";"1gv";"/salix/mate";"alsa-lib,atk,audiofile,bzip2,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,esound,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXres,libart_lgpl,libcanberra,libgcrypt,libgpg-error,libmate,libmatecanvas,libmatecomponent,libmatecomponentui,libmatekeyring,libmatenotify,libogg,libpng,libtool,libunique,libvorbis,libwnck,libxcb,libxml2,mate-conf,mate-corba,mate-panel,mate-vfs,openssl-solibs|openssl,pango,pixman,popt,startup-notification,upower,util-linux,xcb-util,zlib";"1393 K";"5572 K";" mate-power-manager (A power manager for the MATE desktop)  Mate Power Manager is a mate session daemon that acts as a policy agent on top of the Project Utopia stack, which includes the kernel, hotplug, udev, and HAL. Mate Power Manager listens for HAL events and responds with user-configurable reactions. Currently it supports UPS's, laptop batteries and AC adapters. Its goal is to be architecture neutral and free of polling and other hacks.   "
