"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"libreoffice-l10n-id";"3.3.2";"i686";"1gv";"/salix/locale";"";"1436 K";"5744 K";" libreoffice-l10n-id Indonesian Indonesian language pack for LibreOffice Use this package if you want to run LibreOffice in Indonesian."
"libreoffice-l10n-is";"3.3.2";"i686";"1gv";"/salix/locale";"";"1447 K";"5788 K";" libreoffice-l10n-is Icelandic Icelandic language pack for LibreOffice Use this package if you want to run LibreOffice in Icelandic."
"libreoffice-l10n-it";"3.3.2";"i686";"1gv";"/salix/locale";"";"2330 K";"9320 K";" libreoffice-l10n-it Italian Italian language pack for LibreOffice Use this package if you want to run LibreOffice in Italian."
"libreoffice-l10n-ja";"3.3.2";"i686";"1gv";"/salix/locale";"";"1461 K";"5844 K";" libreoffice-l10n-ja Japanese Japanese language pack for LibreOffice Use this package if you want to run LibreOffice in Japanese."
"libreoffice-l10n-ka";"3.3.2";"i686";"1gv";"/salix/locale";"";"1462 K";"5848 K";" libreoffice-l10n-ka Georgian Georgian language pack for LibreOffice Use this package if you want to run LibreOffice in Georgian."
"libreoffice-l10n-kk";"3.3.2";"i686";"1gv";"/salix/locale";"";"1455 K";"5820 K";" libreoffice-l10n-kk Kazakh Kazakh language pack for LibreOffice Use this package if you want to run LibreOffice in Kazakh."
"libreoffice-l10n-km";"3.3.2";"i686";"1gv";"/salix/locale";"";"1642 K";"6568 K";" libreoffice-l10n-km Khmer Khmer language pack for LibreOffice Use this package if you want to run LibreOffice in Khmer."
"libreoffice-l10n-kn";"3.3.2";"i686";"1gv";"/salix/locale";"";"1472 K";"5888 K";" libreoffice-l10n-kn Kannada Kannada language pack for LibreOffice Use this package if you want to run LibreOffice in Kannada."
"libreoffice-l10n-ko";"3.3.2";"i686";"1gv";"/salix/locale";"";"1415 K";"5660 K";" libreoffice-l10n-ko Korean Korean language pack for LibreOffice Use this package if you want to run LibreOffice in Korean."
"libreoffice-l10n-kok";"3.3.2";"i686";"1gv";"/salix/locale";"";"1456 K";"5824 K";" libreoffice-l10n-kok Konkani Konkani language pack for LibreOffice Use this package if you want to run LibreOffice in Konkani."
"libreoffice-l10n-ks";"3.3.2";"i686";"1gv";"/salix/locale";"";"1468 K";"5872 K";" libreoffice-l10n-ks Kashmiri Kashmiri language pack for LibreOffice Use this package if you want to run LibreOffice in Kashmiri."
"libreoffice-l10n-ku";"3.3.2";"i686";"1gv";"/salix/locale";"";"1496 K";"5984 K";" libreoffice-l10n-ku Kurdish Kurdish language pack for LibreOffice Use this package if you want to run LibreOffice in Kurdish."
"libreoffice-l10n-lo";"3.3.2";"i686";"1gv";"/salix/locale";"";"1452 K";"5808 K";" libreoffice-l10n-lo Lao Lao language pack for LibreOffice Use this package if you want to run LibreOffice in Lao."
"libreoffice-l10n-lt";"3.3.2";"i686";"1gv";"/salix/locale";"";"1742 K";"6968 K";" libreoffice-l10n-lt Lithuanian Lithuanian language pack for LibreOffice Use this package if you want to run LibreOffice in Lithuanian."
"libreoffice-l10n-lv";"3.3.2";"i686";"1gv";"/salix/locale";"";"1447 K";"5788 K";" libreoffice-l10n-lv Latvian Latvian language pack for LibreOffice Use this package if you want to run LibreOffice in Latvian."
"libreoffice-l10n-mai";"3.3.2";"i686";"1gv";"/salix/locale";"";"1462 K";"5848 K";" libreoffice-l10n-mai Maithili Maithili language pack for LibreOffice Use this package if you want to run LibreOffice in Maithili."
"libreoffice-l10n-ml";"3.3.2";"i686";"1gv";"/salix/locale";"";"1473 K";"5892 K";" libreoffice-l10n-ml Malayalam Malayalam language pack for LibreOffice Use this package if you want to run LibreOffice in Malayalam."
"libreoffice-l10n-mn";"3.3.2";"i686";"1gv";"/salix/locale";"";"1471 K";"5884 K";" libreoffice-l10n-mn Mongolian Mongolian language pack for LibreOffice Use this package if you want to run LibreOffice in Mongolian."
"libreoffice-l10n-mni";"3.3.2";"i686";"1gv";"/salix/locale";"";"1460 K";"5840 K";" libreoffice-l10n-mni Manipuri Manipuri language pack for LibreOffice Use this package if you want to run LibreOffice in Manipuri."
"libreoffice-l10n-mr";"3.3.2";"i686";"1gv";"/salix/locale";"";"1474 K";"5896 K";" libreoffice-l10n-mr Marathi Marathi language pack for LibreOffice Use this package if you want to run LibreOffice in Marathi."
"libreoffice-l10n-my";"3.3.2";"i686";"1gv";"/salix/locale";"";"1484 K";"5936 K";" libreoffice-l10n-my Burmese Burmese language pack for LibreOffice Use this package if you want to run LibreOffice in Burmese."
"libreoffice-l10n-nb";"3.3.2";"i686";"1gv";"/salix/locale";"";"3493 K";"13972 K";" libreoffice-l10n-nb Norwegian Norwegian language pack for LibreOffice Use this package if you want to run LibreOffice in Norwegian."
"libreoffice-l10n-ne";"3.3.2";"i686";"1gv";"/salix/locale";"";"1742 K";"6968 K";" libreoffice-l10n-ne Nepalese Nepalese language pack for LibreOffice Use this package if you want to run LibreOffice in Nepalese."
"libreoffice-l10n-nl";"3.3.2";"i686";"1gv";"/salix/locale";"";"2004 K";"8016 K";" libreoffice-l10n-nl Dutch Dutch language pack for LibreOffice Use this package if you want to run LibreOffice in Dutch."
"libreoffice-l10n-nn";"3.3.2";"i686";"1gv";"/salix/locale";"";"3495 K";"13980 K";" libreoffice-l10n-nn Nynorsk Norwegian Nynorsk Norwegian language pack for LibreOffice Use this package if you want to run LibreOffice in Nynorsk Norwegian."
"libreoffice-l10n-nr";"3.3.2";"i686";"1gv";"/salix/locale";"";"1447 K";"5788 K";" libreoffice-l10n-nr Ndebele Ndebele language pack for LibreOffice Use this package if you want to run LibreOffice in Ndebele."
"libreoffice-l10n-ns";"3.3.2";"i686";"1gv";"/salix/locale";"";"1451 K";"5804 K";" libreoffice-l10n-ns Northernsotho Northernsotho language pack for LibreOffice Use this package if you want to run LibreOffice in Northernsotho."
"libreoffice-l10n-oc";"3.3.2";"i686";"1gv";"/salix/locale";"";"1605 K";"6420 K";" libreoffice-l10n-oc Langue d'Oc (post 1500) Langue d'Oc (post 1500) language pack for LibreOffice Use this package if you want to run LibreOffice in Langue d'Oc (post 1500)."
"libreoffice-l10n-om";"3.3.2";"i686";"1gv";"/salix/locale";"";"1443 K";"5772 K";" libreoffice-l10n-om Oromo Oromo language pack for LibreOffice Use this package if you want to run LibreOffice in Oromo."
"libreoffice-l10n-or";"3.3.2";"i686";"1gv";"/salix/locale";"";"1466 K";"5864 K";" libreoffice-l10n-or Oriya Oriya language pack for LibreOffice Use this package if you want to run LibreOffice in Oriya."
"libreoffice-l10n-pa-IN";"3.3.2";"i686";"1gv";"/salix/locale";"";"1459 K";"5836 K";" libreoffice-l10n-pa-IN Punjabi Punjabi language pack for LibreOffice Use this package if you want to run LibreOffice in Punjabi."
"libreoffice-l10n-pl";"3.3.2";"i686";"1gv";"/salix/locale";"";"3054 K";"12216 K";" libreoffice-l10n-pl Polish Polish language pack for LibreOffice Use this package if you want to run LibreOffice in Polish."
"libreoffice-l10n-pt";"3.3.2";"i686";"1gv";"/salix/locale";"";"2523 K";"10092 K";" libreoffice-l10n-pt Portuguese Portuguese language pack for LibreOffice Use this package if you want to run LibreOffice in Portuguese."
"libreoffice-l10n-pt-BR";"3.3.2";"i686";"1gv";"/salix/locale";"";"2470 K";"9880 K";" libreoffice-l10n-pt-BR Brazilian Portuguese Brazilian Portuguese language pack for LibreOffice Use this package if you want to run LibreOffice in Brazilian Portuguese."
"libreoffice-l10n-ro";"3.3.2";"i686";"1gv";"/salix/locale";"";"2707 K";"10828 K";" libreoffice-l10n-ro Romanian Romanian language pack for LibreOffice Use this package if you want to run LibreOffice in Romanian."
"libreoffice-l10n-ru";"3.3.2";"i686";"1gv";"/salix/locale";"";"2076 K";"8304 K";" libreoffice-l10n-ru Russian Russian language pack for LibreOffice Use this package if you want to run LibreOffice in Russian."
"libreoffice-l10n-rw";"3.3.2";"i686";"1gv";"/salix/locale";"";"1445 K";"5780 K";" libreoffice-l10n-rw Kinarwanda Kinarwanda language pack for LibreOffice Use this package if you want to run LibreOffice in Kinarwanda."
"libreoffice-l10n-sa-IN";"3.3.2";"i686";"1gv";"/salix/locale";"";"1468 K";"5872 K";" libreoffice-l10n-sa-IN Sanskrit Sanskrit language pack for LibreOffice Use this package if you want to run LibreOffice in Sanskrit."
"libreoffice-l10n-sat";"3.3.2";"i686";"1gv";"/salix/locale";"";"1432 K";"5728 K";" libreoffice-l10n-sat Santali Santali language pack for LibreOffice Use this package if you want to run LibreOffice in Santali."
"libreoffice-l10n-sd";"3.3.2";"i686";"1gv";"/salix/locale";"";"1457 K";"5828 K";" libreoffice-l10n-sd Sindhi Sindhi language pack for LibreOffice Use this package if you want to run LibreOffice in Sindhi."
"libreoffice-l10n-sh";"3.3.2";"i686";"1gv";"/salix/locale";"";"2248 K";"8992 K";" libreoffice-l10n-sh Serbo-Croatian Serbo-Croatian language pack for LibreOffice Use this package if you want to run LibreOffice in Serbo-Croatian."
"libreoffice-l10n-si";"3.3.2";"i686";"1gv";"/salix/locale";"";"1468 K";"5872 K";" libreoffice-l10n-si Sinhala Sinhala language pack for LibreOffice Use this package if you want to run LibreOffice in Sinhala."
"libreoffice-l10n-sk";"3.3.2";"i686";"1gv";"/salix/locale";"";"2430 K";"9720 K";" libreoffice-l10n-sk Slovak Slovak language pack for LibreOffice Use this package if you want to run LibreOffice in Slovak."
"libreoffice-l10n-sl";"3.3.2";"i686";"1gv";"/salix/locale";"";"2590 K";"10360 K";" libreoffice-l10n-sl Slovenian Slovenian language pack for LibreOffice Use this package if you want to run LibreOffice in Slovenian."
"libreoffice-l10n-sq";"3.3.2";"i686";"1gv";"/salix/locale";"";"1436 K";"5744 K";" libreoffice-l10n-sq Albanian Albanian language pack for LibreOffice Use this package if you want to run LibreOffice in Albanian."
"libreoffice-l10n-sr";"3.3.2";"i686";"1gv";"/salix/locale";"";"2264 K";"9056 K";" libreoffice-l10n-sr Serbian Serbian language pack for LibreOffice Use this package if you want to run LibreOffice in Serbian."
"libreoffice-l10n-ss";"3.3.2";"i686";"1gv";"/salix/locale";"";"1443 K";"5772 K";" libreoffice-l10n-ss Swazi Swazi language pack for LibreOffice Use this package if you want to run LibreOffice in Swazi."
"libreoffice-l10n-st";"3.3.2";"i686";"1gv";"/salix/locale";"";"1443 K";"5772 K";" libreoffice-l10n-st Southern Sotho Southern Sotho language pack for LibreOffice Use this package if you want to run LibreOffice in Southern Sotho."
"libreoffice-l10n-sv";"3.3.2";"i686";"1gv";"/salix/locale";"";"1662 K";"6648 K";" libreoffice-l10n-sv Swedish Swedish language pack for LibreOffice Use this package if you want to run LibreOffice in Swedish."
"libreoffice-l10n-sw-TZ";"3.3.2";"i686";"1gv";"/salix/locale";"";"1435 K";"5740 K";" libreoffice-l10n-sw-TZ Swahili Swahili language pack for LibreOffice Use this package if you want to run LibreOffice in Swahili."
"libreoffice-l10n-ta";"3.3.2";"i686";"1gv";"/salix/locale";"";"1467 K";"5868 K";" libreoffice-l10n-ta Tamil Tamil language pack for LibreOffice Use this package if you want to run LibreOffice in Tamil."
"libreoffice-l10n-te";"3.3.2";"i686";"1gv";"/salix/locale";"";"1480 K";"5920 K";" libreoffice-l10n-te Telugu Telugu language pack for LibreOffice Use this package if you want to run LibreOffice in Telugu."
"libreoffice-l10n-tg";"3.3.2";"i686";"1gv";"/salix/locale";"";"1452 K";"5808 K";" libreoffice-l10n-tg Tajik Tajik language pack for LibreOffice Use this package if you want to run LibreOffice in Tajik."
"libreoffice-l10n-th";"3.3.2";"i686";"1gv";"/salix/locale";"";"1584 K";"6336 K";" libreoffice-l10n-th Thai Thai language pack for LibreOffice Use this package if you want to run LibreOffice in Thai."
"libreoffice-l10n-tn";"3.3.2";"i686";"1gv";"/salix/locale";"";"1424 K";"5696 K";" libreoffice-l10n-tn Tswana Tswana language pack for LibreOffice Use this package if you want to run LibreOffice in Tswana."
"libreoffice-l10n-tr";"3.3.2";"i686";"1gv";"/salix/locale";"";"1391 K";"5564 K";" libreoffice-l10n-tr Turkish Turkish language pack for LibreOffice Use this package if you want to run LibreOffice in Turkish."
"libreoffice-l10n-ts";"3.3.2";"i686";"1gv";"/salix/locale";"";"1443 K";"5772 K";" libreoffice-l10n-ts Tsonga Tsonga language pack for LibreOffice Use this package if you want to run LibreOffice in Tsonga."
"libreoffice-l10n-ug";"3.3.2";"i686";"1gv";"/salix/locale";"";"1446 K";"5784 K";" libreoffice-l10n-ug Uighur Uighur language pack for LibreOffice Use this package if you want to run LibreOffice in Uighur."
"libreoffice-l10n-uk";"3.3.2";"i686";"1gv";"/salix/locale";"";"2079 K";"8316 K";" libreoffice-l10n-uk Ukrainian Ukrainian language pack for LibreOffice Use this package if you want to run LibreOffice in Ukrainian."
"libreoffice-l10n-uz";"3.3.2";"i686";"1gv";"/salix/locale";"";"1432 K";"5728 K";" libreoffice-l10n-uz Uzbek Uzbek language pack for LibreOffice Use this package if you want to run LibreOffice in Uzbek."
"libreoffice-l10n-ve";"3.3.2";"i686";"1gv";"/salix/locale";"";"1446 K";"5784 K";" libreoffice-l10n-ve Venda Venda language pack for LibreOffice Use this package if you want to run LibreOffice in Venda."
"libreoffice-l10n-vi";"3.3.2";"i686";"1gv";"/salix/locale";"";"1596 K";"6384 K";" libreoffice-l10n-vi Vietnamese Vietnamese language pack for LibreOffice Use this package if you want to run LibreOffice in Vietnamese."
"libreoffice-l10n-xh";"3.3.2";"i686";"1gv";"/salix/locale";"";"1450 K";"5800 K";" libreoffice-l10n-xh Xhosa Xhosa language pack for LibreOffice Use this package if you want to run LibreOffice in Xhosa."
"libreoffice-l10n-zh-CN";"3.3.2";"i686";"1gv";"/salix/locale";"";"1443 K";"5772 K";" libreoffice-l10n-zh-CN Simplified Chinese Simplified Chinese language pack for LibreOffice Use this package if you want to run LibreOffice in Simplified Chinese."
"libreoffice-l10n-zh-TW";"3.3.2";"i686";"1gv";"/salix/locale";"";"1429 K";"5716 K";" libreoffice-l10n-zh-TW Traditional Chinese Traditional Chinese language pack for LibreOffice Use this package if you want to run LibreOffice in Traditional Chinese."
"libreoffice-l10n-zu";"3.3.2";"i686";"1gv";"/salix/locale";"";"1445 K";"5780 K";" libreoffice-l10n-zu Zulu Zulu language pack for LibreOffice Use this package if you want to run LibreOffice in Zulu."
"libreplaygain";"r453";"i486";"1gv";"/salix/l";"";"7 K";"28 K";" libreplaygain (A library to adjust audio gain)  This is a library to calculate replaygain values for audio streams. It is a part of the musepack project.       "
"libsexy";"0.1.11";"i486";"1gv";"/salix/l";"atk,cairo,expat,fontconfig,freetype,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,libxml2,pango,pixman,zlib";"44 K";"176 K";" libsexy - a collection of GTK+ widgets  libsexy is a collection of GTK+ widgets that extend the functionality of such standard widgets as GtkEntry and GtkLabel by subclassing them and working around the limitations of the widgets.      "
"libshout";"2.2.2";"i486";"1gv";"/salix/l";"libogg,libtheora,libvorbis";"39 K";"156 K";" libshout - communicate/broadcast to Icecast streaming media servers  libshout allows applications to easily communicate and broadcast to an Icecast streaming media server. It handles the socket connections, metadata communication, and data streaming for the calling application, and lets developers focus on feature sets instead of implementation details.    "
"libsigc++";"2.2.9";"i486";"1pw";"/salix/l";"cxxlibs|gcc-g++,gcc";"98 K";"392 K";" libsigc++ (Typesafe callback system for C++)  Libsigc++ implements a typesafe callback system for standard C++. It allows you to define signals and to connect those signals to any callback function, either global or a member function, regardless of whether it is static or virtual. It also contains adaptor classes for connection of dissimilar callbacks and has an ease of use unmatched by other C++ callback libraries. Libsigc++ is licensed under the GNU Library General Public License, LGPL.  "
"libsoup";"2.32.2";"i486";"1gv";"/salix/gnome";"GConf,ORBit2,dbus,gcc,cxxlibs|gcc-g++,glib2,gnutls,libgcrypt,libgnome-keyring,libgpg-error,libproxy,libxml2,sqlite,zlib";"145 K";"580 K";" libsoup (HTTP client/server Library)  Libsoup is an HTTP client/server library for GNOME. It uses GObjects and the glib main loop, to integrate well with GNOME applications.       "
"libspectrum";"1.0.0";"i486";"1gv";"/salix/l";"audiofile,bzip2,glib2,libgcrypt,libgpg-error,zlib";"100 K";"400 K";" libspectrum (spectrum emulator support library)  libspectrum is a library designed to make the input and output of some ZX Spectrum emulator files slightly easier. It is intended to be usable on Unix variants, Win32 and Mac OS X. Currently, it is mainly (only?) used by Fuse, but other Spectrum emulator and utility authors are encouraged to use it.    "
"libssh";"0.5.0";"i486";"1cp";"/salix/l";"libgcrypt,libgpg-error,zlib";"128 K";"512 K";" libssh (A library for ssh)  A library for accessing ssh client services through C libraries calls in a simple manner. SSH library features:  - C library functions for manipulating a client-side SSH  - Fully configurable sessions  - Support for AES-128,AES-192,AES-256,blowfish, in cbc mode  - Use multiple SSH connections in a same process at same time  - Usable SFTP implementation  - Public key and password authentication"
"libsynce";"0.15";"i486";"1tm";"/salix/l";"dbus,dbus-glib,glib2,hal,util-linux";"57 K";"228 K";" libsynce (connect to Windows Mobile device)  The purpose of the SynCE project is to provide a means of communication with a Windows Mobile device from a computer running Linux, *BSD or other unixes using USB or Bluetooth. One can then use one's computer to browse files, install applications and synchronize contacts, calendar and tasks with their PIM application of choice.    "
"libtar";"1.2.11";"i486";"1dj";"/salix/l";"zlib";"34 K";"136 K";" libtar (tar file manipulation API)  libtar is a C library for manipulating POSIX tar files. It handles adding and extracting files to/from a tar archive. Homepage: http://www.feep.net/libtar/      "
"libtasn1";"2.9";"i486";"1gv";"/salix/l";"";"124 K";"496 K";" libtasn (Library for ASN.1 and DER manipulation)  Libtasn is a library written in C for manipulating ASN.1 objects including DER/BER encoding and DER/BER decoding. Libtasn is used by GnuTLS to manipulate X.509 objects and by GNU Shishi to handle Kerberos V5 packets.     "
"libtorrent";"0.12.6";"i486";"1gv";"/salix/l";"cxxlibs|gcc-g++,gcc,libsigc++,openssl-solibs|openssl";"284 K";"1136 K";" libtorrent is a BitTorrent library written in C++ for *nix  LibTorrent is a BitTorrent library with a focus on high performance and good code. The library differentiates itself from other implementations by transfering directly from file pages to the network stack. On high-bandwidth connections it is able to seed at 3 times the speed of the official client.    "
"libtorrent-rasterbar";"0.15.5";"i486";"1tm";"/salix/l";"boost,gcc,cxxlibs|gcc-g++,openssl-solibs|openssl,python,zlib";"2375 K";"9500 K";" libtorrent-rasterbar (a bittorrent C++ library)  libtorrent is a C++ library that aims to be a good alternative to all of the other bittorrent implementations around.  It is a library, not a full featured client, although it comes with an example client.  Homepage: http://www.rasterbar.com/products/libtorrent/    "
"libunique";"1.1.6";"i486";"1gv";"/salix/gnome";"";"130 K";"520 K";" libunique is a library for writing single instance applications  Unique is a library for writing single instance application. If you launch a single instance application twice, the second instance will either just quit or will send a message to the running instance. Unique makes it easy to write this kind of applications, by providing a base class, taking care of all the IPC machinery needed to send messages to a running instance, and also handling the startup notification side.  "
"libupnp";"1.6.10";"i486";"1dj";"/salix/l";"";"127 K";"508 K";" Libupnp (Linux SDK for UPnP Devices)  UPnP is an architecture  that enables  discovery, event notification and control of devices on a network, independent of operating system programming language, or physical network connection.  UPnP is based on common Internet standards and specifications such as TCP/IP, HTTP     "
"libvorbis";"aotuv.b5.7";"i486";"3tm";"/salix/l";"libogg";"145 K";"580 K";" libvorbis - (Ogg Vorbis library)  This library supports the Vorbis General Audio Compression Codec (commonly known as Ogg Vorbis).  Ogg Vorbis is a fully open, non-proprietary, patent-and-royalty-free, general-purpose compressed audio format for audio and music at fixed and variable bitrates.  This is the aoTuV version, recommended by hydrogenaudio.org. For more informations about the aoTuV version take a look at: http://wiki.hydrogenaudio.org/index.php?title=Recommended_Ogg_Vorbis "
"libvpx";"0.9.6";"i486";"2gv";"/salix/l";"";"207 K";"828 K";" libvpx (VP8 video codec)  VP8 is an open video codec, originally developed by On2 and released as open source by Google Inc. It is the successor of the VP3 codec, on which the Theora codec was based.      "
"libwww-perl";"5.837";"i486";"3gv";"/salix/d";"perl,perl-extutils-depends,perl-extutils-pkgconfig";"312 K";"1248 K";" libwww-perl (The World-Wide Web library for Perl)  The libwww-perl collection is a set of Perl modules which provides a simple and consistent application programming interface (API) to the World-Wide Web. The main focus of the library is to provide classes and functions that allow you to write WWW clients. The library also contain modules that are of more general use and even classes that help you implement simple HTTP servers.   "
"libxml++";"2.33.2";"i486";"1pw";"/salix/l";"cxxlibs|gcc-g++,gcc,glib2,glibmm,libsigc++,libxml2,zlib";"87 K";"348 K";" libxml++ (C++ bindings for the libxml2 library)  This library provides a C++ interface to XML files. It uses libxml 2 to access the XML files.       "
"liferea";"1.6.5";"i486";"1gv";"/salix/xap";"GConf,ORBit2,atk,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,enchant,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnutls,gst-plugins-base,gstreamer,gtk+2,icu,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXt,libgcrypt,libglade,libgpg-error,libjpeg,libnotify,libpng,libsoup,libxcb,libxml2,libxslt,pango,pixman,sqlite,util-linux,webkit,zlib";"809 K";"3236 K";" liferea (an aggregator for online news feeds)  Liferea tries to create a fast, easy to use, easy to install news aggregator for GTK/GNOME.       "
"lilo";"22.8";"i486";"13tm";"/salix/a";"lvm2,udev";"269 K";"1076 K";" lilo (Linux Loader)  Generic Boot Loader for Linux ('LInux LOader') by Werner Almesberger. LILO boots Linux from your hard drive. It can also boot other operating systems such as MS-DOS and OS/2, and can even boot DOS from the second hard drive. LILO comes with utilities and documentation that make it easier to install, such as 'liloconfig' and 'QuickStart'. NOTE: Installing boot loaders is inherently dangerous. Be sure to have some means to boot your system from a different media if you install LILO on your hard disk. "
"lilosetup";"0.3";"noarch";"1plb";"/salix/xap";"bin,coreutils,gawk,grep,lilo,,util-linux,python,pygtk,sed";"92 K";"368 K";" LiloSetup (GUI utility to setup LILO)  LiloSetup will enable you to configure a new lilo bootloader from the comfort of a graphical interface. It can be executed both from a LiveCD environment or from a standard system. It supports multiboot, Windows & Linux operating systems, ata and libata subsystems.     "
"linuxdcpp";"1.0.3";"i486";"1gv";"/salix/xap";"atk,bzip2,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libglade,libpng,libxcb,libxml2,openssl-solibs|openssl,pango,pixman,zlib";"727 K";"2908 K";" linuxdcpp (a DC++ client for linux)  Linuxdcpp is a port of the win32 DC++ direct connect client to POSIX-like systems. Linuxdcpp uses the GTK+2 toolkit.       "
"lmarbles";"1.0.8";"i486";"1gv";"/salix/games";"libX11,libXau,libXdmcp,libXext,libXrandr,libXrender,libxcb,sdl,svgalib";"656 K";"2624 K";" lmarbles (an Atomix clone with a slight change in concept)  LMarbles is an Atomix clone, but instead of assembling molecules you create figures out of marbles. Nevertheless, the basic game play is the same: If a marble starts to move it will not stop until it hits a wall or another marble. To make it more interesting there are obstacles like one-way streets, crumbling walls and portals. As Marbles is meant as a puzzle game you play against a move limit and not a time limit. This way you have as much time as you need to think.  "
"lpairs";"1.0.4";"i486";"1gv";"/salix/games";"libX11,libXau,libXdmcp,libXext,libXrandr,libXrender,libxcb,sdl,svgalib";"217 K";"868 K";" lpairs (a classical memory game)  LPairs is a classical memory game. This means you have to find pairs of identical cards which will then be removed. Your time and tries needed will be counted but there is no highscore chart or limit to this.     "
"ltris";"1.0.15";"i486";"1gv";"/salix/games";"libX11,libXau,libXdmcp,libXext,libXrandr,libXrender,libxcb,sdl,svgalib";"454 K";"1816 K";" ltris (an open-source Tetris clone)  LTris as a tetris clone which means you have a bowl with blocks falling down. By rotating and moving the blocks you try to assemble whole lines which then disappear.      "
"lua";"5.1.4";"i486";"5gv";"/salix/d";"ncurses,readline";"172 K";"688 K";" lua (a powerful, fast, lightweight, embeddable scripting language)  Lua combines simple procedural syntax with powerful data description constructs based on associative arrays and extensible semantics. Lua is dynamically typed, runs by interpreting bytecode for a register-based virtual machine, and has automatic memory management with incremental garbage collection, making it ideal for configuration, scripting, and rapid prototyping.   "
"lxappearance";"0.5.0";"i486";"1tm";"/salix/lxde";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"44 K";"176 K";" lxappearance (gtk theme switcher)  LXAppearance is the standard theme switcher of LXDE. Users are able to change the theme, icons, and fonts used by applications easily.       "
"lxde-common";"0.5.5";"noarch";"1gv";"/salix/lxde";"";"801 K";"3204 K";" lxde-common (default configuration files for LXDE)  The lxde-common package includes the default settings for the LXDE desktop.       "
"lxinput";"0.3.0";"i486";"2tt";"/salix/lxde";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"57 K";"228 K";" lxinput (mouse and keyboard config for LXDE)  LXInput is a small program used to configure keyboard and mouse for LXDE.       "
"lxmenu-data";"0.1.1";"i486";"2tm";"/salix/lxde";"";"49 K";"196 K";" lxmenu-data - desktop menu  lxmenu-data contains settings for the LXDE menu.        "
"lxml";"2.3";"i486";"1gv";"/salix/l";"libgcrypt,libgpg-error,libxml2,libxslt,python,zlib";"506 K";"2024 K";" lxml (Powerful and Pythonic XML processing library)  lxml is a Pythonic, mature binding for the libxml2 and libxslt libraries. It provides safe and convenient access to these libraries using the ElementTree API. It extends the ElementTree API significantly to offer support for XPath, RelaxNG, XML Schema, XSLT, C14N and much more.    "
"lxpanel";"0.5.6";"i486";"2tt";"/salix/lxde";"alsa-lib,atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,menu-cache,pango,pixman,zlib";"488 K";"1952 K";" lxpanel (desktop panel)  lxpanel is a feature-rich yet user-friendly desktop panel providing most crucial functions you expect from a desktop panel. Configuration is done through GUI      "
"lxrandr";"0.1.1";"i486";"1ax";"/salix/lxde";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"22 K";"88 K";" LXRandR (LXDE monitor config tool)  This is simple monitor config tool for LXDE. This is a very basic monitor config tool utilizing the X extension called RandR. It can let you change the screen resolution on the fly. Besides, when you run lxrandr with external monitor connected, its GUI will change, and show you some quick options to get your projector or external monitor working correctly. Home: http://www.lxde.org/  "
"lxsession";"0.4.5";"i486";"1tt";"/salix/lxde";"atk,cairo,cxxlibs|gcc-g++,dbus,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"54 K";"216 K";" lxsession (a session manager for LXDE)  LXSession is a lightweight X11 session manager with fewer dependencies, designed for use with LXDE.       "
